"","ID","lugar_emplazamiento_propiedad","denominacion","espacio_de_memoria","ubicacion","lon","lat"
"354",529,"EJÉRCITO","BRIGADA DE INFANTERÍA IX                                                                                              UNIDAD DE COMANDO SUBZONA 53",FALSE,"COMODORO RIVADAVIA · ESCALANTE · CHUBUT",-67.4822429,-45.8656149
"355",530,"POLICÍA PROVINCIAL","COMISARÍA 9ª DE SAN PEDRO DE JUJUY",FALSE,"JUJUY 120 · SAN PEDRO · JUJUY",-64.8685352,-24.2359839
"356",531,"POLICÍA PROVINCIAL","ALCAIDÍA DE CÓRDOBA",FALSE,"Pje. SANTA CATALINA 44 · Centro · CÓRDOBA · CAPITAL · CÓRDOBA",-64.1847122,-31.4164957
"357",532,"PREFECTURA NAVAL","SUBPREFECTURA QUILMES",FALSE,"Av. OTAMENDI y Av. CERVANTES · QUILMES · BUENOS AIRES",-58.2312345,-34.7072447
"358",533,"POLICÍA PROVINCIAL","BRIGADA FEMENINA DE SAN MARTÍN",FALSE,"LAVALLE 2190 · VILLA MAIPU · GRAL. SAN MARTÍN · BUENOS AIRES",-58.5203661,-34.5620158
"359",535,"POLICÍA PROVINCIAL","COMISARÍA 40ª DE LAS TERMAS DE RÍO HONDO",FALSE,"MARIANO MORENO 192 · LAS TERMAS DE RÍO HONDO · RÍO HONDO · SANTIAGO DEL ESTERO",-64.8633212,-27.4973153
"360",537,"POLICÍA PROVINCIAL","UNIDAD REGIONAL DE MORÓN",FALSE,"BARTOLOMÉ MITRE 935 · MORÓN · BUENOS AIRES",-58.621796,-34.6527521
"361",539,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE ESCOBAR (ING. MASCHWITZ)",FALSE,"FALUCHO 1346 · ING. MASCHWITZ · ESCOBAR · BUENOS AIRES",-58.7374846,-34.3896673
"362",540,"POLICÍA PROVINCIAL","COMISARÍA 5ª DE ROSARIO",FALSE,"ITALIA 2153 (o DORREGO 950) · ROSARIO · SANTA FE",-60.6497968,-32.9463837
"363",541,"POLICÍA PROVINCIAL","COMISARÍA 27ª DE GODOY CRUZ",FALSE,"GRAL. ALVEAR 1515 · GODOY CRUZ · MENDOZA",-68.862831,-32.910458
"364",544,"POLICÍA PROVINCIAL","COMISARÍA 5ª DE MENDOZA",FALSE,"Av. JUAN B. JUSTO 804 · MENDOZA · CAPITAL · MENDOZA",-68.8596806,-32.8837527
"365",545,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE LA PROVINCIA DE SANTA FE",FALSE,"PRIMERA JUNTA 2823 · SANTA FE · LA CAPITAL · SANTA FE",-60.7098933,-31.6474172
"366",546,"POLICÍA PROVINCIAL","COMISARÍA DE GRAL. MADARIAGA",FALSE,"IRIGOYEN 1528 · GRAL. JUAN MADARIAGA · BUENOS AIRES",-57.1286683,-36.9938242
"367",547,"POLICÍA PROVINCIAL","COMISARÍA DE MIRAMAR",FALSE,"Av. 23 (MITRE) Nº 1137 · MIRAMAR · GRAL. ALVARADO · BUENOS AIRES",-57.8510059,-38.261768
"368",548,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE TUCUMÁN",FALSE,"SAN MARTÍN 224 · SAN MIGUEL DE TUCUMÁN · CAPITAL · TUCUMÁN",-65.2004059,-26.8306308
"369",549,"POLICÍA PROVINCIAL","COMISARÍA 3ª DE CÓRDOBA",FALSE,"SANTA ROSA 1345 · Alberdi · CÓRDOBA · CAPITAL · CÓRDOBA",-64.2010774,-31.4073106
"370",550,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE TRELEW",FALSE,"TRELEW · RAWSON · CHUBUT",-65.3076351,-43.2493016
"371",551,"EJÉRCITO","REGIMIENTO DE INFANTERÍA 8                                                                                               UNIDAD DE COMANDO ÁREA 531",FALSE,"COMODORO RIVADAVIA · ESCALANTE · CHUBUT",-67.4822429,-45.8656149
"372",552,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE COMODORO RIVADAVIA",FALSE,"COMODORO RIVADAVIA · ESCALANTE · CHUBUT",-67.4822429,-45.8656149
"373",553,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 4 DE CONCEPCIÓN DEL URUGUAY",FALSE,"CONCEPCIÓN DEL URUGUAY · URUGUAY · ENTRE RÍOS",-58.2321416,-32.4845349
"374",554,"POLICÍA PROVINCIAL","COMISARÍA 9ª DE CATAMARCA",FALSE,"ÁMBAR y SAN PEDRO · SAN FDO. DEL VALLE DE CATAMARCA · CAPITAL · CATAMARCA",-65.7858353,-28.4659623
"375",555,"POLICÍA PROVINCIAL","COMISARÍA 6ª DE MORENO (FRANCISCO ÁLVAREZ)",FALSE,"Av. NEMESIO ÁLVAREZ y MANAGUA · FRANCISCO ÁLVAREZ · MORENO · BUENOS AIRES",-58.8579729,-34.6389532
"376",556,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE LANÚS",FALSE,"DEL VALLE IBERLUCEA 2818 · LANÚS OESTE · LANÚS · BUENOS AIRES",-58.3931007,-34.7039865
"377",557,"POLICÍA PROVINCIAL","COMISARÍA 6ª DE CÓRDOBA",FALSE,"Av. 24 DE SEPTIEMBRE 1455 · Gral. Paz · CÓRDOBA · CAPITAL · CÓRDOBA",-64.1641611,-31.4130585
"378",558,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE SAN LUIS",FALSE,"Av. SARMIENTO y GDOR. ALRIC · Pueblo Nuevo · SAN LUIS · LA CAPITAL · SAN LUIS",-66.3239129,-33.2862128
"379",559,"POLICÍA PROVINCIAL","COMISARÍA 11ª DE LUJÁN DE CUYO",FALSE,"GUIÑAZÚ 340 · LUJÁN DE CUYO · MENDOZA",-68.883792,-33.0370239
"380",563,"POLICÍA PROVINCIAL","UNIDAD REGIONAL I (CENTRAL VIEJA)",FALSE,"PATRICIAS MENDOCINAS esq. MONTEVIDEO · MENDOZA · CAPITAL · MENDOZA",-68.8437479,-32.8921187
"381",564,"EJÉRCITO","REGIMIENTO DE CABALLERÍA DE TANQUES 8                                                                                                 UNIDAD DE COMANDO ÁREA 122",FALSE,"MAGDALENA · BUENOS AIRES",-57.5177615,-35.0806673
"382",565,"POLICÍA PROVINCIAL","COMISARÍA DE SAN CLEMENTE DEL TUYÚ",FALSE,"Av. SAN MARTÍN Nº 581 (dirección actual) · SAN CLEMENTE DEL TUYÚ · LA COSTA (ex GRAL. LAVALLE) · BUENOS AIRES",-56.7277339,-36.358924
"383",566,"ARMADA","BUQUE ""9 DE JULIO"" (BASE NAVAL ""PUERTO BELGRANO"")",FALSE,"Fondeadero Base Naval · PUERTO BELGRANO · CNEL. DE MARINA L. ROSALES · BUENOS AIRES",-62.096344,-38.884715
"384",567,"POLICÍA PROVINCIAL","COMISARÍA 4ª DE VICENTE LÓPEZ (VILLA MARTELLI)",FALSE,"LAPRIDA 3635 · VILLA MARTELLI · VICENTE LÓPEZ · BUENOS AIRES",-58.502812,-34.547176
"385",568,"POLICÍA PROVINCIAL","COMISARÍA 9ª DE ROSARIO",FALSE,"JOAQUÍN V. GONZALEZ 950 (dirección actual) / Anteriormente sobre calle FRENCH (a corroborar) · ROSARIO · SANTA FE",-60.7041377,-32.9215838
"386",569,"POLICÍA PROVINCIAL","COMISARÍA 3ª DE SANTIAGO DEL ESTERO",FALSE,"JUNCAL 200 · SANTIAGO DEL ESTERO · CAPITAL · SANTIAGO DEL ESTERO",-64.2466396,-27.8087241
"387",570,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE PERGAMINO",FALSE,"DORREGO 1600 · PERGAMINO · BUENOS AIRES",-60.5713526,-33.8973078
"388",571,"POLICÍA PROVINCIAL","UNIDAD REGIONAL XI DE AZUL",FALSE,"Av. PIAZZA 1250 · AZUL · BUENOS AIRES",-59.847323,-36.7865969
"389",572,"POLICÍA PROVINCIAL","COMISARÍA DE PILAR",FALSE,"PILAR · BUENOS AIRES",-58.9091671,-34.4778621
"390",573,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE JUNÍN",FALSE,"GANDINI y PRES. QUINTANA · JUNÍN · BUENOS AIRES",-60.9436493,-34.5911525
"391",574,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE SALTA",FALSE,"GRAL. GÜEMES 405 · SALTA · CAPITAL · SALTA",-65.4081369,-24.7867218
"392",575,"POLICÍA FEDERAL","COMISARÍA 42ª DE CAPITAL FEDERAL",FALSE,"TELLIER y Av. DEL TRABAJO (ACTUALMENTE LISANDRO DE LA TORRE 2342) · Mataderos · CAPITAL FEDERAL",-58.5008355,-34.661874
"393",576,"POLICÍA FEDERAL","COMISARÍA 21ª DE CAPITAL FEDERAL",FALSE,"JULIÁN ÁLVAREZ 2367 · Palermo · CAPITAL FEDERAL",-58.4161198,-34.5878097
"394",577,"HOSPITAL PÚBLICO","HOSPITAL DE SAN RAFAEL",FALSE,"CMTE. TORRES y MAZA · SAN RAFAEL · MENDOZA",-68.3246681,-34.62065
"395",579,"POLICÍA PROVINCIAL","COMISARÍA DE CORRAL DE BUSTOS",FALSE,"ENTRE RÍOS 295 · CORRAL DE BUSTOS · MARCOS JUÁREZ · CÓRDOBA",-62.1859079,-33.284889
"396",581,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE NECOCHEA",FALSE,"Av. 58 Nº 3058 (dirección actual) · NECOCHEA · BUENOS AIRES",-58.741243,-38.5556292
"397",582,"GENDARMERÍA NACIONAL","ESCUELA DE GENDARMERÍA DE JESÚS MARÍA",FALSE,"JESÚS MARÍA · COLÓN · CÓRDOBA",-64.0957996,-30.9815529
"398",583,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE DEÁN FUNES",FALSE,"25 DE MAYO 500 · DEÁN FUNES · ISCHILÍN · CÓRDOBA",-64.3548252,-30.4256455
"399",585,"POLICÍA FEDERAL","DELEGACIÓN ""MENDOZA"" DE LA POLICÍA FEDERAL",FALSE,"PERÚ 1049 · MENDOZA · CAPITAL · MENDOZA",-68.8456624,-32.8554616
"400",587,"POLICÍA PROVINCIAL","COMISARÍA 3ª DE SALTA",FALSE,"LOS GUAYACANES 244 · Tres Cerritos · SALTA · CAPITAL · SALTA",-65.3993359,-24.7642183
"401",588,"POLICÍA PROVINCIAL","COMISARÍA 8ª DE SAN RAFAEL",FALSE,"SEGOVIA 788 (esq. FRAY LUIS BELTRÁN) y/o ORTIZ DE ROSAS 548 · SAN RAFAEL · MENDOZA",-68.2946078,-34.6344023
"402",589,"POLICÍA PROVINCIAL","COMISARÍA 9ª DE SANTA FE",FALSE,"Av. FACUNDO ZUVIRÍA 5202 · SANTA FE · LA CAPITAL · SANTA FE",-60.7053594,-31.6186314
"403",590,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE LA PROVINCIA DE LA RIOJA",FALSE,"LA RIOJA · CAPITAL · LA RIOJA",-66.8564579,-29.4134538
"404",591,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE ENSENADA (PUNTA LARA)",FALSE,"Camino Costanero ALTE. BROWN · PUNTA LARA · ENSENADA · BUENOS AIRES",-57.9620824,-34.8246935
"405",592,"POLICÍA PROVINCIAL","SUBCOMISARÍA DE SAN BLAS",FALSE,"SAN BLAS · SAN BLAS DE LOS SAUCES · LA RIOJA",-67.0875864,-28.4047845
"406",593,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE VIEDMA",FALSE,"VIEDMA · ADOLFO ALSINA · RÍO NEGRO",-62.9962044,-40.8119087
"407",594,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE BELL VILLE / ALCAIDÍA",FALSE,"BELL VILLE · UNIÓN · CÓRDOBA",-62.6888569,-32.6305078
"408",595,"POLICÍA PROVINCIAL","COMISARÍA 33ª DE MENDOZA",FALSE,"BOULOGNE SUR MER al 3300 (presumib.) · San Martín · MENDOZA · CAPITAL · MENDOZA",-68.8603559,-32.882192
"409",597,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE FORMOSA",FALSE,"SAAVEDRA 325 · FORMOSA · FORMOSA",-58.1686701,-26.1807975
"410",599,"ESTATAL","MUNICIPALIDAD DE CÓRDOBA",FALSE,"CASEROS y GRAL. SIMÓN BOLÍVAR · Centro · CÓRDOBA · CAPITAL · CÓRDOBA",-64.191638,-31.4162932
"411",600,"POLICÍA FEDERAL","DELEGACIÓN ""SAN LUIS"" DE LA POLICÍA FEDERAL",FALSE,"Av. ARTURO ILLIA y CHACABUCO · SAN LUIS · LA CAPITAL · SAN LUIS",-66.346849,-33.299304
"412",601,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL DE SAN RAFAEL (CÁRCEL DE ENCAUSADOS)",FALSE,"Av. MITRE 2012 · SAN RAFAEL · MENDOZA",-68.2879035,-34.6302334
"413",602,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE CHASCOMÚS",FALSE,"LASTRA y SARMIENTO · CHASCOMÚS · BUENOS AIRES",-58.01438,-35.5777703
"414",603,"POLICÍA PROVINCIAL","COMISARÍA DE MAGDALENA",FALSE,"HIPÓLITO YRIGOYEN y DR. PATRICIO BRENNAN · MAGDALENA · BUENOS AIRES",-57.5074682,-35.0829188
"415",604,"POLICÍA PROVINCIAL","JEFATURA DEPARTAMENTAL DE POLICÍA DE CONCEPCIÓN DEL URUGUAY",FALSE,"SAN MARTÍN 713 · CONCEPCIÓN DEL URUGUAY · URUGUAY · ENTRE RÍOS",-58.2321997,-32.4853783
"416",605,"POLICÍA FEDERAL","DELEGACIÓN ""CONCEPCIÓN DEL URUGUAY"" DE LA POLICÍA FEDERAL",FALSE,"SAN MARTÍN 596 · CONCEPCIÓN DEL URUGUAY · URUGUAY · ENTRE RÍOS",-58.230253,-32.484952
"417",606,"POLICÍA PROVINCIAL","COMISARÍA 6ª DE SANTIAGO DEL ESTERO",FALSE,"PEDRO PABLO OLAECHEA y FCO. VICTORIA · SANTIAGO DEL ESTERO · CAPITAL · SANTIAGO DEL ESTERO",-64.2509348,-27.7886639
"418",607,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE CÓRDOBA",FALSE,"CORRIENTES 564 · Centro · CÓRDOBA · CAPITAL · CÓRDOBA",-64.1780895,-31.4216511
"419",608,"POLICÍA PROVINCIAL","SUBCOMISARÍA DE CRUZ ALTA",FALSE,"CRUZ ALTA · MARCOS JUÁREZ · CÓRDOBA",-61.8094146,-33.0072364
"420",609,"POLICÍA PROVINCIAL","COMISARÍA DE MARCOS JUÁREZ",FALSE,"MARCOS JUÁREZ · CÓRDOBA",-62.1057979,-32.6978556
"421",610,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE VILLA MARÍA",FALSE,"VILLA MARÍA · GRAL. SAN MARTÍN · CÓRDOBA",-63.243645,-32.4104614
"422",611,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE ROSARIO",FALSE,"JUAN M. DE ROSAS 1350 · ROSARIO · SANTA FE",-60.633108,-32.954473
"423",612,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE GRAL. SARMIENTO (SAN MIGUEL)",FALSE,"LEANDRO N. ALEM 1857 (dirección actual) · SAN MIGUEL (ex partido de GRAL. SARMIENTO) · BUENOS AIRES",-58.725906,-34.5230042
"424",613,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE LA PROVINCIA DE ENTRE RÍOS",FALSE,"PARANÁ · ENTRE RÍOS",-60.5115471,-31.7413197
"425",615,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE POSADAS",FALSE,"JUAN B. ALBERDI 121 · POSADAS · CAPITAL · MISIONES",-55.8934849,-27.3581852
"426",618,"ARMADA","BARCO ""CIUDAD DE LA PLATA""",FALSE,"Puerto Nuevo · CAPITAL FEDERAL",-58.3620561,-34.6177194
"427",624,"POLICÍA PROVINCIAL","UNIDAD REGIONAL III DE VILLA MARÍA",FALSE,"VILLA MARÍA · GRAL. SAN MARTÍN · CÓRDOBA",-63.243645,-32.4104614
"428",625,"POLICÍA PROVINCIAL","LA CASITA DE MÁRTIRES",FALSE,"Av. ULISES LÓPEZ y CHACABUCO · POSADAS · CAPITAL · MISIONES                                                              DESTACAMENTO ""MÁRTIRES"" DE LA POLICÍA DE LA PCIA. DE MISIONES",-55.963399,-27.3826018
"429",626,"EJÉRCITO","DESTACAMENTO MILITAR DE SANTO TOMÉ",FALSE,"SANTO TOMÉ · LA CAPITAL · SANTA FE",-60.7689185,-31.6727704
"430",627,"POLICÍA PROVINCIAL","DEPARTAMENTO DE INFORMACIONES DE LA POLICÍA DE SANTIAGO DEL ESTERO (D-2) / SIDE",FALSE,"Av. BELGRANO (S) 1162 (entre Av. ALSINA y 3 DE FEBRERO) · SANTIAGO DEL ESTERO · CAPITAL · SANTIAGO DEL ESTERO",-64.2614641,-27.7994214
"431",632,"POLICÍA FEDERAL","DELEGACIÓN ""CÓRDOBA"" DE LA POLICÍA FEDERAL",FALSE,"HIPÓLITO YRIGOYEN 493 · Nueva Córdoba · CÓRDOBA · CAPITAL · CÓRDOBA",-64.1856287,-31.4264507
"432",634,"HOSPITAL MILITAR ( EJÉRCITO)","HOSPITAL MILITAR ""CORRIENTES""",FALSE,"Av. 3 DE ABRIL y Av. COSTANERA · CORRIENTES · CAPITAL · CORRIENTES",-58.835551,-27.476273
"433",635,"POLICÍA FEDERAL","DELEGACIÓN ""ROSARIO"" DE LA POLICÍA FEDERAL",FALSE,"9 DE JULIO 233 · ROSARIO · SANTA FE",-60.6278766,-32.9561008
"434",636,"POLICÍA PROVINCIAL","COMISARÍA 9ª DE CÓRDOBA",FALSE,"Av. CASTRO BARROS 766 · San Martín · CÓRDOBA · CAPITAL · CÓRDOBA",-64.1983019,-31.3981594
"435",637,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE SAN FRANCISCO",FALSE,"SAN FRANCISCO · SAN JUSTO · CÓRDOBA",-62.0841599,-31.4249992
"436",640,"POLICÍA FEDERAL","DELEGACIÓN ""POSADAS"" DE LA POLICÍA FEDERAL",FALSE,"AYACUCHO 578 (actualmente Nº 2360) · POSADAS · CAPITAL · MISIONES",-55.8968837,-27.3675946
"437",642,"EJÉRCITO","COMANDO DE ARTILLERÍA 141 / GRUPO DE ARTILLERÍA DE DEFENSA AÉREA 141                                                                                  UNIDAD DE COMANDO ÁREA 333",FALSE,"SAN LUIS · LA CAPITAL · SAN LUIS",-66.3377522,-33.3017267
"438",644,"POLICÍA PROVINCIAL","COMISARÍA 25ª DE LA ESPERANZA",FALSE,"LA ESPERANZA · SAN PEDRO · JUJUY",-64.8474693,-24.2341477
"439",645,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL DE CATAMARCA",FALSE,"GÜEMES y VIRGEN DEL VALLE · SAN FDO. DEL VALLE DE CATAMARCA · CAPITAL · CATAMARCA",-65.786636,-28.4764658
"440",647,"POLICÍA PROVINCIAL","COMISARÍA 4ª DE SAN MARTÍN (JOSÉ LEÓN SUÁREZ)",FALSE,"BRIG. GRAL. JUAN M. DE ROSAS y BALLESTER · JOSÉ LEÓN SUÁREZ · GRAL. SAN MARTÍN · BUENOS AIRES",-58.5747525,-34.5300224
"441",648,"POLICÍA PROVINCIAL","JEFATURA DEPARTAMENTAL DE POLICÍA DE DIAMANTE",FALSE,"EVA PERÓN 258 · DIAMANTE · ENTRE RÍOS",-60.64298,-32.0674637
"442",649,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE PARANÁ",FALSE,"TUCUMÁN 55/57 · PARANÁ · ENTRE RÍOS",-60.5354907,-31.7297216
"443",650,"POLICÍA FEDERAL","DELEGACIÓN ""FORMOSA"" DE LA POLICÍA FEDERAL",FALSE,"PADRE PATIÑO 702 · FORMOSA · FORMOSA",-58.1701637,-26.1826228
"444",651,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE FLORENCIO VARELA",FALSE,"Av. SAN MARTÍN 425 · FLORENCIO VARELA · BUENOS AIRES",-58.2974305,-34.7586084
"445",652,"POLICÍA PROVINCIAL","COMISARÍA DE TARTAGAL",FALSE,"TARTAGAL · GRAL. JOSÉ DE SAN MARTÍN · SALTA",-63.8056084,-22.5167622
"446",653,"POLICÍA FEDERAL","DELEGACIÓN ""CORRIENTES"" DE LA POLICÍA FEDERAL",FALSE,"PLÁCIDO MARTÍNEZ 750 · CORRIENTES · CAPITAL · CORRIENTES",-58.8407031,-27.4615971
"447",657,"POLICÍA PROVINCIAL","UNIDAD REGIONAL DE JUNÍN",FALSE,"PRES. QUINTANA y GANDINI · JUNÍN · BUENOS AIRES",-60.9436493,-34.5911525
"448",658,"EJÉRCITO","SANTO DOMINGO (CAMPO DE MANIOBRAS)",FALSE,"SANTO DOMINGO · ROBLES · SANTIAGO DEL ESTERO                                                                  CAMPO DE ENTRENAMIENTO MILITAR ""CNEL. LORENZO LUGONES""",NA,NA
"449",659,"PARTICULAR (VIVIENDA O SIMILAR)","LA GUARIDA",FALSE,"Ex barrio militar _ Campo militar ""Cnel. Holmberg"" · La Guarida · LA BANDA · BANDA · SANTIAGO DEL ESTERO",-64.2437523,-27.7358357
"450",660,"ESTATAL","ESTANCIA ""LA ARMONÍA"" / POZO DE ARANA",FALSE,"Calle 137 y 630 · ARANA · LA PLATA · BUENOS AIRES",-57.905426,-34.9993127
"451",661,"ARMADA","ESCUELA NAVAL MILITAR DE RÍO SANTIAGO",FALSE,"ISLA SANTIAGO · ENSENADA · BUENOS AIRES",-57.9123671,-34.8348435
"452",663,"ESTABLECIMIENTO PRIVADO","CLUB SIDERCA",FALSE,"Parque Industrial de Campana _ instalaciones propiedad de la empresa Dálmine-Siderca S.A.I.C. · CAMPANA · BUENOS AIRES",-58.9220935,-34.2026882
"453",665,"POLICÍA PROVINCIAL","SUBCOMISARÍA DE LA SALADA",FALSE,"""Inmed. de zona de piletas"" · La Salada · CIUDAD MADERO · LA MATANZA · BUENOS AIRES                                             DEPTE. DE COMISARÍA DE CIUDAD MADERO",-58.4735942,-34.7197223
"454",666,"PARTICULAR (VIVIENDA O SIMILAR)","CASA EN CALLE BRASIL",FALSE,"BRASIL 1324 · PASO DE LOS LIBRES · CORRIENTES",-57.09246,-29.7114348
"455",667,"POLICÍA FEDERAL","DELEGACIÓN ""MAR DEL PLATA"" DE LA POLICÍA FEDERAL",FALSE,"SARMIENTO 2551 · MAR DEL PLATA · GRAL. PUEYRREDÓN · BUENOS AIRES",-57.5426992,-38.0112557
"456",670,"POLICÍA PROVINCIAL","DIVISIÓN CUATRERISMO (BRIGADA ""GÜEMES"")",FALSE,"Autopista RICCHIERI (a 400 m de Camino de Cintura) · CIUDAD EVITA · LA MATANZA · BUENOS AIRES DIVISIÓN CUATRERISMO (AGRUPACIÓN ""GÜEMES"")",-58.284482,-34.7758363
"457",672,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE MERLO",FALSE,"Av. DEL LIBERTADOR 368 · MERLO · BUENOS AIRES",-58.7252989,-34.6704713
"458",675,"ESTABLECIMIENTO PRIVADO","MANSIÓN GÜERCHI",FALSE,"MITRE 560 · ZÁRATE · BUENOS AIRES",-59.0173049,-34.1018019
"459",676,"ESTABLECIMIENTO PRIVADO","EX PLANTA METALÚRGICA ABANDONADA",FALSE,"Av. 12 DE OCTUBRE y Av. LA PLATA · QUILMES · BUENOS AIRES",-58.2776071,-34.7366073
"460",677,"PARTICULAR (VIVIENDA O SIMILAR)","ESTANCIA ""LA POLACA""",FALSE,"A orillas de Río Uruguay (frente a Isla Pacú) · PALMAR · PASO DE LOS LIBRES · CORRIENTES",-57.0855601,-29.7137101
"461",678,"FUERZA AÉREA","REGIONAL DE INTELIGENCIA ""BUENOS AIRES"" (RIBA)",FALSE,"GRAL. JOSÉ DE SAN MARTÍN 784 (entre ENTRE RÍOS y Pje. JUAN ESNAOLA) · MORÓN · BUENOS AIRES",-58.622662,-34.6568462
"462",680,"FUERZA AÉREA","BRIGADA AÉREA IV ""EL PLUMERILLO""",FALSE,"Av. FUERZA AÉREA Km 7/500 · EL PLUMERILLO · LAS HERAS · MENDOZA",-68.7714556,-32.8331083
"463",681,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE PARANÁ",FALSE,"RÍO GUALEGUAYCHÚ 280 · PARANÁ · ENTRE RÍOS",-60.4803685,-31.7564515
"464",687,"ESTABLECIMIENTO EDUCATIVO","COLEGIO NACIONAL DE CONCEPCIÓN",FALSE,"CONCEPCIÓN · CHICLIGASTA · TUCUMÁN",-65.5883464,-27.3453363
"465",688,"POLICÍA PROVINCIAL","COMANDO RADIOELÉCTRICO DE SAN JUAN",FALSE,"GRAL. ACHA esq. A. GÓMEZ · SAN JUAN · CAPITAL · SAN JUAN",-68.516176,-31.5962012
"466",689,"POLICÍA PROVINCIAL","COMISARÍA 4ª DE QUILMES (SAN FRANCISCO SOLANO)",FALSE,"Calle 845 (M. PALANCA) Nº 2227 · SAN FRANCISCO SOLANO · QUILMES · BUENOS AIRES",-58.2940496,-34.7706204
"467",690,"POLICÍA PROVINCIAL","COMISARÍA 4ª DE SAN JUAN",FALSE,"PAULA ALBARRACÍN DE SARMIENTO (N) 38 · SAN JUAN · CAPITAL · SAN JUAN",-68.5539271,-31.5306192
"468",691,"POLICÍA PROVINCIAL","COMISARÍA DE FAMAILLÁ",FALSE,"SARMIENTO 295 · FAMAILLÁ · TUCUMÁN",-65.4030946,-27.0545143
"469",692,"POLICÍA PROVINCIAL","COMISARÍA DE LAS CEJAS",FALSE,"25 DE MAYO s/nº · LAS CEJAS · CRUZ ALTA · TUCUMÁN",-64.7424682,-26.8896396
"470",693,"POLICÍA PROVINCIAL","COMISARÍA 5ª DE MAR DEL PLATA",FALSE,"PUAN 2251 (dirección actual) · MAR DEL PLATA · GRAL. PUEYRREDÓN · BUENOS AIRES",-57.5521928,-38.0620106
"471",694,"POLICÍA PROVINCIAL","COMISARÍA DE VILLA QUINTEROS",FALSE,"JARDÍN DE LA REPÚBLICA s/nº · VILLA QUINTEROS · MONTEROS · TUCUMÁN",-65.5484676,-27.2549927
"472",696,"POLICÍA FEDERAL","DELEGACIÓN ""SAN MARTÍN"" DE LA POLICÍA FEDERAL",FALSE,"GRAL. SAN MARTÍN · BUENOS AIRES",-58.56581,-34.5605065
"473",699,"ESTABLECIMIENTO EDUCATIVO","ESCUELA DE GARCÍA FERNÁNDEZ",FALSE,"MANUEL GARCÍA FERNÁNDEZ · LEALES · TUCUMÁN",-65.2719001,-26.9557511
"474",700,"ESTATAL","EX ESTACIÓN DEL FERROCARRIL PROVINCIAL",FALSE,"Av. GÜEMES y ESCALADA · AZUL · BUENOS AIRES                                                                     PLANTA VERIFICADORA DE AUTOMOTORES DEL EJÉRCITO",-59.8766935,-36.7736787
"475",701,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE TOSTADO",FALSE,"SAN MARTÍN 1563 · TOSTADO · 9 DE JULIO · SANTA FE",-61.7717196,-29.229162
"476",702,"SIN ESTABLECER PROPIEDAD","LA CASITA DE LA BASE",FALSE,"Construcción en terreno lindante a los fondos de la Brigada Aérea II · PARANÁ · ENTRE RÍOS",-60.4723344,-31.7803058
"477",705,"EJÉRCITO","BASE MILITAR EN POTRERO DE LAS TABLAS",FALSE,"POTRERO DE LAS TABLAS · LULES · TUCUMÁN",-65.4499969,-26.8999996
"478",706,"SIN ESTABLECER PROPIEDAD","CASA EN SAN JOSÉ DEL RINCÓN",FALSE,"Villa California · SAN JOSÉ DEL RINCÓN · LA CAPITAL · SANTA FE",-60.585684,-31.6139448
"479",708,"ESTATAL","USINA DE AGUA Y ENERGÍA",FALSE,"LULES · TUCUMÁN",-65.337851,-26.9255515
"480",709,"POLICÍA PROVINCIAL (PREDIO)","CASA DE LOS MURCIÉLAGOS",FALSE,"GOYA · CORRIENTES",-59.2643242,-29.1442242
